ImdbID,Name,Runtime,ReleaseDate,OriginCountries,Languages,Genres,Rating,Plot
tt32898016,Wynonna Earp: Vengeance,01:36:00,2024-09-13,"['United States', 'Canada']",['English'],"['Action', 'Thriller']",5.8,Wynonna Earp is coming home to battle her greatest foe yet: a psychotic seductress hellbent on revenge against her...and everyone she loves.
tt33291871,Mathu Vadalara 2,02:19:00,2024-09-13,['India'],['Telugu'],"['Action', 'Comedy', 'Crime']",7.0,"Babu and Yesu, former delivery agents, embark on a thrilling mission as special agents, facing extraordinary challenges with humor, surprises, and nonstop excitement."
tt31100572,Utsavam,02:20:00,2024-09-13,['India'],['Telugu'],['Drama'],9.0,"Follows the story of Krishna, a passionate individual determined to revive the age-old tradition of theater plays in modern times."
tt32089590,Bhale Unnade,02:17:00,2024-09-13,['India'],['Telugu'],['Comedy'],9.0,"Radha, a saree draper, falls for Krishna, who's hesitant about intimacy. Seeking wisdom, Radha understands love's depth beyond physical bonds. But Krishna's parents oppose their marriage, disrupting their relationship."
tt12573480,Hold Your Breath,01:34:00,2024-10-03,['United States'],['English'],"['Psychological Thriller', 'Drama', 'Horror', 'Thriller']",5.3,"In 1930s Oklahoma amid the region's horrific dust storms, a woman is convinced that a sinister presence is threatening her family."
tt0327785,The Killer's Game,01:44:00,2024-09-13,"['Spain', 'United States', 'United Kingdom']",['English'],"['Action', 'Comedy', 'Thriller']",5.7,"When a hitman is diagnosed with a terminal illness, he decides to take a hit out on himself. But when the very hitmen he hired also target his ex-girlfriend, he must fend off an army of assassin colleagues."
tt15980138,Kishkindha Kaandam,02:13:00,2024-09-12,['India'],['Malayalam'],"['Drama', 'Mystery', 'Thriller']",8.6,"Strange events unfold in a monkey-inhabited village, prompting a newlywed pair and forest officials to embark on a mission to uncover the root cause of the peculiar disturbances."
tt11531182,A.R.M,02:30:00,2024-09-12,['India'],['Malayalam'],"['Action', 'Adventure', 'Comedy', 'Drama']",7.6,"Set in the Northern Kerala in 1900, 1950 and 1990, three generations of heroes, Maniyan, Kunjikelu and Ajayan, try to protect the most important treasure of the land."
tt28349451,The Shadow Strays,02:24:00,2024-10-17,"['Indonesia', 'United States']","['Indonesian', 'English', 'Japanese', 'Chinese']","['Gangster', 'Gun Fu', 'Martial Arts', 'One-Person Army Action', 'Samurai', 'Action', 'Crime', 'Thriller']",6.5,"Codename 13, a 17-year-old assassin, is suspended due to a sloppy mission in Japan. She meets 11-year-old Monji, who loses his mother, and sets out to rescue him."
tt29623480,The Wild Robot,01:42:00,2024-09-27,['United States'],['English'],"['Computer Animation', 'Survival', 'Animation', 'Sci-Fi']",8.3,"After a shipwreck, an intelligent robot called Roz is stranded on an uninhabited island. To survive the harsh environment, Roz bonds with the island's animals and cares for an orphaned baby goose."
tt28015403,Heretic,01:50:00,2024-11-08,"['United States', 'Canada']",['English'],"['Psychological Horror', 'Psychological Thriller', 'Horror', 'Thriller']",7.3,Two young religious women are drawn into a game of cat-and-mouse in the house of a strange man.
tt15181360,Rez Ball,01:51:00,2024-09-27,['United States'],['English'],"['Basketball', 'Coming-of-Age', 'Drama', 'Sport']",6.3,"The Chuska Warriors, a Native American high school basketball team from New Mexico, must band together after losing their star player if they want to keep their quest for a state championship alive."
tt27131358,We Live in Time,01:48:00,2024-10-18,"['France', 'United Kingdom']",['English'],"['Drama', 'Romance']",7.3,"An up-and-coming chef and a recent divorcée find their lives forever changed when a chance encounter brings them together, in a decade-spanning, deeply moving romance."
tt11301886,Rebel Ridge,02:11:00,2024-09-06,['United States'],['English'],"['One-Person Army Action', 'Action', 'Crime', 'Drama', 'Thriller']",6.8,A former Marine grapples his way through a web of small-town corruption when an attempt to post bail for his cousin escalates into a violent standoff with the local police chief.
tt15416100,Visfot,02:10:00,2024-09-06,['India'],['Hindi'],"['Crime', 'Thriller']",5.7,A Mumbai slum family's cramped life contrasts a rich high-rise family's luxury until their lives fatefully intersect one day.
tt33241354,Duobeje,,2024-09-06,['Lithuania'],['Lithuanian'],['Thriller'],3.0,"Adas and Domas are luxury car thieves. Domas promises his expectant beloved Maria to do the last ""job"" and live a peaceful family life after the baby is born. Maria, having a bad feeling, doesn't want to let him go."
tt33241209,Speed 220,01:54:00,2024-09-06,['India'],['Telugu'],['Action'],7.0,There are two very good friends who become sworn enemies because of a girl. Will they become friends again?
tt21905744,The Front Room,01:34:00,2024-09-06,['United States'],['English'],"['Horror', 'Thriller']",4.7,"It tells the story of a newly pregnant couple who are forced to take in an ailing, estranged stepmother."
tt27487934,The Greatest of All Time,03:03:00,2024-10-03,['India'],['Tamil'],"['One-Person Army Action', 'Action', 'Thriller']",5.9,"Gandhi is a hostage negotiator, field agent, and spy working for the Special Anti-Terrorist Squad (SATS). After years of service, he is called back for a critical mission that sets him on a dangerous collision course with his own past."
tt4058618,The Thicket,01:48:00,2024-09-06,['United States'],['English'],"['Crime', 'Drama', 'Western']",5.7,"West Texas. A boy who, after his sister is kidnapped by a violent killer known only as Cut Throat Bill, enlists a fierce bounty hunter named Reginald Jones who becomes the leader of the group of outcasts searching for the stolen girl."
tt31852716,Apollo 13: Survival,01:38:00,2024-09-05,"['United Kingdom', 'United States']",['English'],"['Documentary', 'History']",7.3,"In April 1970, NASA faced the greatest crisis in its history; three astronauts halfway to the moon on a spacecraft that had suffered a catastrophic explosion."
tt11315808,Joker: Folie Ã  Deux,02:18:00,2024-10-04,"['United States', 'Canada']",['English'],"['Jukebox Musical', 'Prison Drama', 'Psychological Drama', 'Psychological Thriller', 'Crime', 'Drama', 'Musical', 'Thriller']",5.2,"Struggling with his dual identity, failed comedian Arthur Fleck meets the love of his life, Harley Quinn, while incarcerated at Arkham State Hospital."
tt27534307,Speak No Evil,01:50:00,2024-09-13,"['United States', 'Croatia', 'Canada']",['English'],"['Psychological Drama', 'Psychological Horror', 'Psychological Thriller', 'Drama', 'Horror', 'Thriller']",6.9,"A family is invited to spend a whole weekend in a lonely home in the countryside, but as the weekend progresses, they realize that a dark side lies within the family who invited them."
tt24176060,Queer,02:15:00,2025-02-13,"['Italy', 'United States']","['English', 'Spanish']","['Period Drama', 'Biography', 'Drama', 'History', 'Romance']",5.6,"Lee, who recounts his life in Mexico City among American expatriate college students and bar owners surviving on part-time jobs and GI Bill benefits. He is driven to pursue a young man named Allerton, who is based on Adelbert Lewis Marker."
tt29439114,The Room Next Door,01:47:00,2024-10-18,"['Spain', 'United States']",['English'],['Drama'],7.0,"Ingrid and Martha were close friends in their youth, when they worked together at the same magazine. After years of being out of touch, they meet again in an extreme but strangely sweet situation."
tt14257582,Wolfs,01:48:00,2024-09-27,"['United Kingdom', 'United States']",['English'],"['Crime', 'Thriller']",6.5,"Two rival fixers cross paths when they're both called in to help cover up a prominent New York official's misstep. Over one explosive night, they'll have to set aside their petty grievances and their egos to finish the job."
tt33030375,The New Year That Never Came,02:18:00,2024-09-27,['Romania'],['Romanian'],"['Drama', 'History']",8.6,"On the brink of revolution in 1989 Romania, six lives intersect amid protests and personal struggles, leading to the explosive fall of Ceausescu and the communist regime."
tt27657135,Saturday Night,01:49:00,2024-10-11,['United States'],['English'],"['Docudrama', 'Period Drama', 'Showbiz Drama', 'Biography', 'Comedy', 'Drama', 'History']",7.4,"At 11:30pm on October 11th, 1975, a ferocious troupe of young comedians and writers changed television forever. Find out what happened behind the scenes in the 90 minutes leading up to the first broadcast of Saturday Night Live (1975)."
tt16227044,Martha,01:55:00,2024-10-30,['United States'],['English'],['Documentary'],7.2,"The film covers the breadth of her extraordinary life through intimate interviews with Stewart herself, who opened up her personal archives to share never-before-seen photos, letters, and diary entries."
tt20215234,Conclave,,2024-10-25,"['United Kingdom', 'United States']","['English', 'Italian', 'Spanish', 'Latin']","['Conspiracy Thriller', 'Drama', 'Thriller']",7.7,"When Cardinal Lawrence is tasked with leading one of the world's most secretive and ancient events, selecting a new Pope, he finds himself at the center of a conspiracy that could shake the very foundation of the Catholic Church."
tt8864596,Transformers One,01:44:00,2024-09-20,['United States'],['English'],"['Action Epic', 'Adventure Epic', 'Computer Animation', 'Fantasy Epic', 'Sci-Fi Epic', 'Space Sci-Fi', 'Action', 'Adventure', 'Animation', 'Family']",7.7,"The untold origin story of Optimus Prime and Megatron, better known as sworn enemies, but who once were friends bonded like brothers who changed the fate of Cybertron forever."
tt31064841,Piece by Piece,01:33:00,2024-10-11,"['United States', 'Denmark']",['English'],"['Computer Animation', 'Jukebox Musical', 'Pop Musical', 'Animation', 'Biography', 'Comedy', 'Family', 'Musical']",7.0,"A vibrant journey through the life of Pharrell Williams, told through the lens of LEGO animation."
tt1723808,Reagan,02:21:00,2024-08-30,['United States'],['English'],"['Docudrama', 'Biography', 'Drama', 'History']",6.2,"A drama based on the life of Ronald Reagan, from his childhood to his time in the oval office."
tt12616480,Slingshot,01:48:00,2024-08-30,"['Hungary', 'Indonesia', 'United States']",['English'],"['Space Sci-Fi', 'Sci-Fi', 'Thriller']",5.7,"An astronaut struggles to maintain his grip on reality aboard a possibly fatally compromised mission to Saturn's moon, Titan."
tt27706855,Laughing Buddha,02:13:00,2024-08-30,['India'],['Kannada'],['Comedy'],7.4,Explores the life and personal struggles of a police head constable named Govardhan.
tt31639439,Bharathanatyam,02:01:00,2024-08-30,['India'],['Malayalam'],['Comedy'],6.7,The struggle of a young man to maintain a family secret amidst some testing situations and poky neighbourhood that leads to funny situations and later to family bonding.
tt33075815,Kaveri,01:41:00,2024-08-30,['India'],,['Action'],10.0,"Vikram Simha, a dedicated cop known for his unwavering support for women in trouble, is called to action when Kaveri is brutally assaulted. As she seeks revenge, Vikram must navigate a web of deceit and danger."
tt31962330,Sambavasthalathu Ninnum,01:58:00,2024-08-30,['India'],['Malayalam'],['Drama'],7.0,"A courageous news reporter battles corruption and child abuse, facing challenges along the way. DSP Officer Samuel Johns investigates a complex case surrounding the protagonist, uncovering fraudulent layers."
tt27689950,A Wedding Story,01:50:00,2024-08-30,['India'],['Hindi'],['Horror'],5.3,A happy marriage that soon turns into a nightmare as ominous occurrences begin to haunt the bride and groom families.
tt33268763,Seetharam Sitralu,01:58:00,2024-08-30,['India'],,['Comedy'],8.3,"Shiva is a tea seller from a small town who wants to achieve big in life. Starts VCR Cassette conversation Business in Kurnool. With the support of Ravi, his friend. Their lives are frightening."
tt32130925,Nenu Keerthana,02:35:00,2024-08-30,['India'],['Telugu'],"['Action', 'Comedy', 'Drama', 'Horror']",9.0,"EXPERIENCE THE POWER PACKED ACTION TOUCHING MULTI GENRE'S. OVERCOMING THE EVIL ACTS, HOW JOHNNY HELPS THE VILLAGE PEOPLE WITH BREATHTAKING HOOK DRIVES AUDIENCE OF CLASS AND MASS INTO ANOTHER WORLD"
tt26757462,Hellboy: The Crooked Man,01:39:00,2024-10-08,"['United States', 'United Kingdom', 'Germany', 'Bulgaria']",['English'],"['Monster Horror', 'Superhero', 'Supernatural Horror', 'Witch Horror', 'Zombie Horror', 'Action', 'Horror']",4.5,"Hellboy and a rookie B.P.R.D. agent in the 1950s are sent to the Appalachians, where they discover a remote community dominated by witches and led by the sinister local demon, the Crooked Man."
tt12972134,Hounds of War,01:35:00,2024-09-20,"['Malta', 'United States']",['English'],"['Action', 'Drama']",4.5,"After a mission goes wrong, only one of a group of mercenaries is left alive to take revenge for his brothers."
tt32728672,Kaalam raasina kathalu,02:12:00,2024-08-29,['India'],['Telugu'],['Drama'],8.3,"Reincarnated souls navigate love, friendship, and family across six decades amid injustice, betrayal, and sacrifice."
tt2049403,Beetlejuice Beetlejuice,01:45:00,2024-09-06,"['United States', 'France']","['English', 'Italian', 'French', 'Spanish']","['Dark Comedy', 'Dark Fantasy', 'Slapstick', 'Supernatural Fantasy', 'Supernatural Horror', 'Comedy', 'Fantasy', 'Horror']",6.8,"After a family tragedy, three generations of the Deetz family return home to Winter River. Still haunted by Beetlejuice, Lydia's life is turned upside down when her teenage daughter, Astrid, accidentally opens the portal to the Afterlife."
tt24577462,Afraid,01:24:00,2024-08-30,"['United Kingdom', 'United States']",['English'],"['Artificial Intelligence', 'Teen Horror', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']",5.1,The Curtis family is selected to test a new home device: a digital assistant called AIA. AIA learns the family's behaviors and begins to anticipate their needs. And she can make sure nothing - and no one - gets in her family's way.
tt26903104,Saripodhaa Sanivaaram,02:46:00,2024-09-26,['India'],['Telugu'],"['Action', 'Thriller']",7.0,"In order to defend the innocent from a corrupt and brutal cop, a vigilante hero must work around his own self-imposed code of honor."
tt28658276,The 4:30 Movie,01:27:00,2024-10-01,['United States'],['English'],"['Teen Comedy', 'Comedy']",6.0,A group of teens in the 1980s spend the day theater-hopping.
tt21201300,Bagman,01:33:00,2024-09-27,['United States'],['English'],['Horror'],4.6,"When a sinister threat from his childhood returns to haunt him, a father desperately struggles against his deepest inner fear. Only this time, the fight isn't for himself; it's for his family."
tt26731216,The Forge,02:04:00,2024-08-23,['United States'],['English'],"['Drama', 'Family']",6.4,"After graduating from high school without any plans for the future, Isaiah receives a push to start making better life decisions."
tt21284218,Incoming,01:31:00,2024-08-23,['United States'],['English'],"['Raunchy Comedy', 'Comedy']",5.8,Four freshmen navigate the terrors of adolescence at their first-ever high school party.
tt20201748,Greedy People,01:52:00,2024-08-23,['United States'],['English'],"['Comedy', 'Crime']",6.2,Follows the residents of a small island town who must navigate a sensational murder and the discovery of a million dollars; a series of increasingly bad decisions upend the once peaceful community.
tt13699132,The Supremes at Earl's All-You-Can-Eat,02:04:00,2024-08-23,['United States'],['English'],"['Comedy', 'Drama']",6.4,"Follows a trio of best friends known as ""The Supremes"" who, together for decades, have weathered everything through marriage and children, happiness and blues."
tt32402578,Pogumidam Vegu Thooramillai,02:13:00,2024-08-23,['India'],['Tamil'],['Mystery'],8.3,Revolves around a unique story of transporting a body due to financial issues and the problems entrailed when humanitarian concerns dominate selfishness.
tt27219011,Footage,02:04:00,2024-08-23,['India'],['Malayalam'],['Thriller'],8.1,A found footage thriller surrounding the story of a curious couple.
tt31712109,Maruthi Nagar Subramanyam,02:27:00,2024-08-23,['India'],['Telugu'],['Comedy'],8.5,"A father and son experience a sudden influx of wealth in their bank account, leading to comical mishaps and carefree escapades as they navigate their newfound riches."
tt33075455,Adharma Kadhaigal,02:11:00,2024-08-23,['India'],['Tamil'],[],9.5,Adharma a Gangster returns to see his wife during the Corona period.
tt33054593,Saala,02:10:00,2024-09-20,['India'],,"['Action Epic', 'Action']",7.6,"It is a action-packed drama that explores the themes of power struggles, prestige, and social activism. The setting of the famous Parvathi Bar in Royapuram, which was shut down for 20 years due to gang wars."
tt33131012,Wedding Diaries,02:01:00,2024-08-23,['India'],['Telugu'],"['Drama', 'Family', 'Fantasy']",9.0,"The journey of Prasanth and Sruthi, a married couple navigating the complexities of their relationship through joyous highs and challenging lows"
tt33144173,Revu,02:14:00,2024-08-23,['India'],['Telugu'],[],9.1,
tt27510137,Brahmavaram PS Paridilo,01:44:00,2024-08-23,['India'],['Telugu'],['Thriller'],8.2,"A headless body found near the police station in Brahmmavaram. It follows the mystery of whose body it is, who the killer is, and why the body was left there. What mistake it is and how sometimes mistakes bring Justice ???"
tt33298461,Yagna,02:11:00,2024-08-23,['India'],['Telugu'],"['Horror', 'Thriller']",6.7,"Hero Manoj belongs to Bombay don Jaivaj son, Tleroine Jagna Nepal Smugler Daughter: But these two people Negleting Mafia work. And They come to hyderabad lead individual life."
tt1121948,The Killer,02:06:00,2024-08-23,"['United States', 'Canada', 'South Korea']",['English'],"['Action', 'Thriller']",5.7,An assassin tries to make amends in an effort to restore the sight of a beautiful young singer.
tt23782140,Vaazhai,02:14:00,2024-08-23,['India'],['Tamil'],['Mystery'],7.8,"A twelve-year-old boy, Sivanandhan, his mother, sister, and friend navigate life's challenges, where a plantain tree, Vaazhai, becomes a central presence."
tt28743776,Parakramam,02:11:00,2024-08-22,['India'],"['Telugu', 'Tamil']",['Drama'],7.0,"Revolves around the life of Lovaraju, a theatre artist and a gully cricketer in a village named Lampakalova."
tt14858658,Blink Twice,01:42:00,2024-08-23,"['United States', 'Mexico']",['English'],"['Psychological Thriller', 'Mystery', 'Thriller']",6.5,"When tech billionaire Slater King meets cocktail waitress Frida at his fundraising gala, he invites her to join him and his friends on a dream vacation on his private island. As strange things start to happen, Frida questions her reality."
tt1340094,The Crow,01:51:00,2024-08-23,"['United States', 'United Kingdom', 'France', 'Czech Republic']",['English'],"['Dark Fantasy', 'Dark Romance', 'Serial Killer', 'Superhero', 'Supernatural Horror', 'Tragic Romance', 'Action', 'Crime', 'Fantasy', 'Horror']",4.7,"Soulmates Eric and Shelly are brutally murdered. Given a chance to save the love of his life, Eric must sacrifice himself and traverse the worlds of the living and the dead, seeking revenge."
tt29288566,Nice Girls,01:32:00,2024-08-21,['France'],['French'],"['Buddy Comedy', 'Action', 'Comedy', 'Crime']",4.1,"When Léo's brother Ludo is killed in Hamburg, despite orders she partners with German cop Mélanie to investigate. Unbeknownst to them, Nice faces a threat and they share an unknown connection."
tt22889928,The Radleys,01:55:00,2024-10-11,['United Kingdom'],['English'],"['Comedy', 'Horror']",5.0,"It follows a seemingly ordinary family with a dark secret: they are vampires. They choose not to drink blood despite their natural cravings, but their truth is revealed one day."
tt33038082,Untold: The Murder of Air McNair,,2024-08-20,['United States'],['English'],"['Documentary', 'Sport']",5.6,This documentary tracks the rise of legendary NFL quarterback Steve McNair and the perplexing details surrounding his shocking murder in 2009.
tt32809527,Zorawar Di Jacqueline,02:27:00,2024-08-20,"['India', 'United States']",['Hindi'],"['Drama', 'Romance']",6.5,"Two strangers discover they have little time left to live. Defying fate, they spend their final hours exploring if their newfound connection transcends mortality."
tt12610390,The Union,01:47:00,2024-08-16,['United States'],['English'],"['Buddy Comedy', 'Spy', 'Action', 'Comedy', 'Thriller']",5.4,"Construction worker Mike is thrust into the world of espionage when his high school sweetheart, Roxanne, recruits him for a high-stakes intelligence mission."
tt4196566,The Deliverance,01:52:00,2024-08-30,['United States'],['English'],"['Horror', 'Thriller']",5.1,"An Indiana family discovers strange, demonic occurrences that convince them and their community that the house is a portal to hell."
tt28223926,Skincare,01:36:00,2024-08-16,"['Italy', 'United States']",['English'],"['Comedy', 'Horror', 'Mystery', 'Thriller']",5.8,"Famed aesthetician Hope Goldman's skincare business faces sabotage when rival Angel Vergara opens a boutique across the street. Aided by friend Jordan, Hope seeks to uncover who's trying to ruin her reputation."
tt12598606,Gunner,01:46:00,2024-08-16,['United States'],['English'],['Action'],3.2,"Lee Gunner tries to save his sons, Luke and Travis, from a dangerous drug gang."
tt24871974,Subservience,01:46:00,2024-09-13,['United States'],['English'],"['Artificial Intelligence', 'Sci-Fi', 'Thriller']",5.2,"Follows a struggling father who purchases a domestic SIM to help care for his house and family, unaware she will gain awareness and turn deadly."
tt27510174,Stree 2: Sarkate Ka Aatank,02:27:00,2024-08-16,['India'],['Hindi'],"['Comedy', 'Horror']",7.1,"After the events of Stree, the town of Chanderi is being haunted again. This time, women are mysteriously abducted by a terrifying headless entity. Once again, it's up to Vicky and his friends to save their town and loved ones."
tt27056012,Khel Khel Mein,02:15:00,2024-08-15,['India'],['Hindi'],"['Comedy', 'Drama']",6.6,Revolves around a group of friends who gather for a dinner and end up revealing secrets about each other.
tt26940324,Jackpot!,01:46:00,2024-08-15,['United States'],['English'],"['Buddy Comedy', 'Dark Comedy', 'Slapstick', 'Action', 'Comedy']",5.8,"In the near future, a 'Grand Lottery' has been newly established in California - the catch: kill the winner before sundown to legally claim their multi-billion dollar jackpot."
tt28153480,Vedaa,02:25:00,2024-08-15,['India'],['Hindi'],"['Action', 'Drama', 'Thriller']",6.1,"The journey of a young woman, who faces and resists a repressive system against portrayal of an antagonist."
tt28252641,Krishnam Pranaya Sakhi,02:39:00,2024-08-15,['India'],['Kannada'],['Comedy'],8.3,"A wealthy tycoon's son becomes a valet to win the heart of a girl from a humble background. Determined to marry her, he faces challenges in gaining approval from her parents."
tt23018924,Thangalaan,02:36:00,2024-08-15,['India'],['Tamil'],"['Action', 'Adventure', 'Drama', 'History']",7.1,"Based on the true events that revolve around the lives of mine workers in the Kolar Gold Fields, Karnataka."
tt27610677,Double Ismart,02:36:00,2024-08-15,['India'],['Telugu'],"['Action', 'Sci-Fi', 'Thriller']",2.9,A notorious criminal with a terminal brain tumor hires a rogue scientist to transfer his mind into the body of a street-smart renegade with a unique memory transfer port in his brain.
tt29470244,Vaazha: Biopic of a Billion Boys,02:05:00,2024-08-15,['India'],['Malayalam'],['Drama'],7.3,"Four friends deemed 'losers' face immense pressure from parents and society upon entering adulthood. Their emotional tale sees them embark on a journey of self-discovery and acceptance, where love ultimately triumphs over judgment."
tt25151410,Demonte Colony 2,02:24:00,2024-09-27,['India'],"['Tamil', 'Telugu']","['Horror', 'Thriller']",6.7,"A group of friends who return to a cursed location, driven by curiosity and the quest to uncover the truth behind the malevolent spirits that reside there."
tt28282872,Mr. Bachchan,02:30:00,2024-08-15,['India'],"['Telugu', 'Tamil', 'Malayalam', 'Kannada']","['One-Person Army Action', 'True Crime', 'Action', 'Crime', 'Drama', 'Romance', 'Thriller']",3.6,"A straight-laced income tax officer suspended due to his unwavering honesty returns to his hometown and falls in love with a woman who reciprocates his feelings, before he is reinstated and tasked with raiding the home of a powerful man."
tt29274198,Nunakuzhi,02:05:00,2024-08-15,['India'],"['Malayalam', 'Telugu', 'Kannada']","['Comedy', 'Crime']",6.8,A young man caught in a web of lies and mistaken identities.
tt28226738,EVOL: A Love Story in Reverse,02:02:00,2024-08-15,['India'],['Telugu'],['Thriller'],8.9,"""EVOL: A Love Story in Reverse"" is a new age romantic thriller genere with a great writing and engaging screenplay everyscene of the movie set you on the edge of your seat"
tt24223982,Gowri,02:10:00,2024-08-15,['India'],['Kannada'],['Family'],7.7,"Gowri, a rural youth, dreams big. He meets Samantha, a city girl. Their contrasting backgrounds clash but paths merge. Debutants Samarjit Lankesh, Saanya Iyer star. Indrajit Lankesh directs this Kannada film exploring rural-urban divide."
tt33083848,Veeranjaneyulu Vihara Yatra,02:10:00,2024-08-14,['India'],['Telugu'],['Comedy'],8.7,A dysfunctional family sets off on a road trip to immerse the grandfather's ashes in Goa and drama ensues.
tt32627540,Watchmen: Chapter I,01:23:00,2024-08-13,['United States'],['English'],"['Adult Animation', 'Superhero', 'Action', 'Animation', 'Drama', 'Mystery', 'Sci-Fi']",7.0,"In 1985, the murder of a government sponsored superhero draws his outlawed colleagues out of retirement and into a mystery that threatens to upend their personal lives and the world itself."
tt32986357,Matt Rife: Lucid - A Crowd Work Special,,2024-08-13,['United States'],,"['Stand-Up', 'Comedy', 'Documentary']",6.4,"In Netflix's first-ever crowd work special, Matt Rife gets up close and personal with an unpredictable Charlotte audience to riff on all things dreams."
tt18412256,Alien: Romulus,01:59:00,2024-08-16,"['United Kingdom', 'United States', 'Hungary', 'Australia', 'New Zealand', 'Canada']",['English'],"['Monster Horror', 'Space Sci-Fi', 'Horror', 'Sci-Fi', 'Thriller']",7.2,"While scavenging the deep ends of a derelict space station, a group of young space colonists come face to face with the most terrifying life form in the universe."
tt22075376,Milk & Serial,01:02:00,2024-08-09,['United States'],['English'],"['Horror', 'Thriller']",6.7,A surprise birthday prank takes a turn for the worse when a popular social media duo must face the reality of the terrifying aftermath.
tt30515931,Mission: Cross,01:45:00,2024-08-09,['South Korea'],['Korean'],"['Action', 'Comedy', 'Crime']",6.1,"In the ultimate test of marriage, an agent-turned-househusband gets tangled in a perilous mission with his detective wife, who's clueless about his past."
tt29959142,Committee Kurrollu,02:36:00,2024-08-09,['India'],['Telugu'],['Drama'],8.7,"In a peaceful West Godavari village, the harmony of a close-knit friend group is disrupted when a disagreement leads to an unexpected fallout, impacting their lives and the tranquility of their community."
tt32907397,Inside the Mind of a Dog,01:15:00,2024-08-09,['United States'],['English'],['Documentary'],7.2,Embark on a delightful journey into the world of dogs in this documentary that reveals scientific and emotional insights about our lovable BFFs.
tt15380516,Minmini,01:55:00,2024-08-09,['India'],"['Tamil', 'Malayalam']",['Drama'],8.5,Follows two youngsters who carry survivors' guilt.
tt33040269,Ghuspaithiya,02:12:00,2024-08-09,['India'],,['Drama'],7.7,Ghuspaithiya goes deep into the complexities of modern-day digital threats and its impact on our personal and professional lives. It also exposes the influence of social media and the challenges it poses to trust and privacy.
tt10545214,Aliya Basu Gayab Hai,01:43:00,2024-08-09,['India'],['Hindi'],['Drama'],5.7,"Ex-convicts Deepak and Vikram abduct a rich man's daughter for ransom, but Vikram is unaware of Deepak's ulterior motives."
tt15576884,Simbaa,02:01:00,2024-08-09,['India'],['Telugu'],['Mystery'],6.9,"Environmental activist Purushottam Reddy, alias Simbaa, wages a battle against industrial pollution. Saving three lives sparks their gratitude journey, fueling a quest to bring justice against nature's adversaries."
tt23472724,Sangharshana,01:42:00,2024-08-09,['India'],['Telugu'],"['Crime', 'Romance', 'Thriller']",8.2,"A series of sequel murders points the police to innocent Chaitanya as their main suspect. However, as the investigation unfolds, shocking twists reveal the truth behind the killings."
tt30326556,Paagal vs Kadhal,01:51:00,2024-08-09,['India'],['Telugu'],['Family'],9.1,"Innocent Karthik adores the unpredictable Priya, while innocent Amrutha has feelings for the eccentric Dr. Manoj. Priya inflicts emotional pain on Karthik in the guise of love. Amrutha's love for Manoj remains unreciprocated."
tt8964540,Stream,02:03:00,2024-08-21,['United States'],,"['Slasher Horror', 'Horror']",5.4,"The Keenan family's simple weekend getaway truly turns into a vacation to die for, as four deranged killers playing a sadistic game lock down their hotel and compete for the most creative murders of all the guests."
tt21096576,One Fast Move,01:48:00,2024-08-08,['United States'],['English'],['Action'],4.9,"A young man seeks out his estranged father to pursue his dream of becoming a professional motorcycle racer. With help from his love interest and a motorcycle shop owner, he begins to break down the walls his father's absence had created."
tt26225118,Phir Aayi Hasseen Dillruba,02:12:00,2024-08-09,['India'],['Hindi'],"['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']",5.8,"While evading the cops in Agra, Rani and Rishu scheme to run away together. But when their plans go awry, Rani asks a mild-mannered admirer for help."
tt10655524,It Ends with Us,02:10:00,2024-08-09,['United States'],['English'],"['Drama', 'Romance']",6.5,"When a woman's first love suddenly reenters her life, her relationship with a charming, but abusive neurosurgeon is upended and she realizes she must learn to rely on her own strength to make an impossible choice for her future."
tt8609660,My Penguin Friend,01:37:00,2024-08-16,"['Brazil', 'United States']",['English'],"['Adventure', 'Drama', 'Family']",6.7,"Inspired by a true story; an enchanting adventure about a lost penguin rescued from an oil spill, who transforms the life of a heartbroken fisherman. They soon become unlikely friends, so bonded that even the vast ocean cannot divide them."
tt4978420,Borderlands,01:41:00,2024-08-09,"['United States', 'Hungary']",['English'],"['Action Epic', 'Adventure Epic', 'Quest', 'Space Sci-Fi', 'Action', 'Adventure', 'Comedy', 'Sci-Fi', 'Thriller']",4.6,"An infamous bounty hunter returns to her childhood home, the chaotic planet Pandora, and forms an unlikely alliance with a team of misfits to find the missing daughter of the most powerful man in the universe."
tt30743549,The Mouse Trap,01:20:00,2024-08-06,['Canada'],['English'],"['Slasher Horror', 'Comedy', 'Horror', 'Thriller']",2.5,"It's Alex's 21st Birthday, but she's stuck at the amusement arcade on a late shift so her friends decide to surprise her, but a masked killer dressed as Mickey Mouse decides to play a game of his own with them which she must survive."
tt24169886,The Instigators,01:41:00,2024-08-09,['United States'],['English'],"['Buddy Comedy', 'Caper', 'Action', 'Comedy', 'Crime', 'Drama', 'Mystery', 'Thriller']",6.2,Follows two robbers who must go on the run with the help of one of their therapists after a theft doesn't go as planned.
tt19838634,Ulajh,02:30:00,2024-08-02,['India'],['Hindi'],"['Crime', 'Drama', 'Thriller']",6.1,"The journey of a young IFS officer, belonging to a prominent family of patriots, who gets embroiled in a dangerous personal conspiracy while far from her home turf, at a career-defining post."
