ImdbID,Name,Directors,OriginCountries,Languages,Genres,Rating
tt29308479,Kondotty Pooram, Majeed Maranchery , India , Malayalam , Drama Family ,7.5
tt26331750,Vash, Krishnadev Yagnik , India , Gujarati , Horror Mystery Thriller ,7.9
tt14301252,Zombies 3, Paul Hoen , United States , English , Feel-Good Romance Pop Musical Drama Family Musical Romance ,5.4
tt20672490,American Carnage, Diego Hallivis , United States , English , Action Comedy Horror Mystery Sci-Fi ,5.0
tt14592998,The Railway Children Return, Morgan Matthews ," United States, United Kingdom ", English , Adventure Drama Family ,5.5
tt29438140,Sagiletikatha, Rajasekhar Sudmoon , India , Telugu , Drama ,6.0
tt22853444,Behind Closed Doors, Michael Oswald , United Kingdom , English , Documentary ,8.4
tt2049403,Beetlejuice Beetlejuice, Tim Burton ," United States, France "," English, Italian, French, Spanish ", Dark Comedy Dark Fantasy Slapstick Supernatural Fantasy Supernatural Horror Comedy Fantasy Horror ,6.8
tt24218264,IPL (It's Pure Love), Suresh Lankalapalli , India , Telugu , Drama ,8.2
tt13848958,Vasantha Mullai, Ramanan Purushothama , India ," Tamil, Telugu, Kannada ", Drama Mystery Thriller ,5.6
tt24577462,Afraid, Chris Weitz ," United Kingdom, United States ", English , Artificial Intelligence Teen Horror Horror Mystery Sci-Fi Thriller ,5.1
tt15837458,Wrong Place, Mike Burns , United States , English , Action Crime Thriller ,3.4
tt21261388,Gargi, Gautham Ramachandran , India , Tamil , Drama Thriller ,8.1
tt14362112,Trolls Band Together," Walt Dohrn, Tim Heitz "," United States, United Kingdom "," English, Spanish ", Computer Animation Adventure Animation Comedy Family Fantasy Musical ,6.0
tt12415670,Kingdom 2: Far and Away, Shinsuke Sato , Japan , Japanese , Action Epic Historical Epic War Epic Action Adventure History War ,6.7
tt17521612,Starve Acre, Daniel Kokotajlo , United Kingdom , English , Folk Horror Drama Horror ,5.4
tt26903104,Saripodhaa Sanivaaram, Vivek Athreya , India , Telugu , Action Thriller ,7.0
tt28658276,The 4:30 Movie, Kevin Smith , United States , English , Teen Comedy Comedy ,6.0
tt20024428,Dangerous Waters, John Barr , United States , English , Thriller ,5.2
tt28754394,Monster Inside: America's Most Extreme Haunted House, Andrew Renzi , United States , English , Crime Documentary Horror ,5.4
tt26659737,Cheddy Gang Tamasha, Venkat Kalyan , India , Telugu , Action Comedy Crime ,8.0
tt21201300,Bagman, Colm McCarthy , United States , English , Horror ,4.6
tt15516546,Ela Veezha Poonchira, Shahi Kabir , India , Malayalam , Crime Mystery Thriller ,7.3
tt22866358,The Book of Clarence, Jeymes Samuel ," United States, Italy "," English, Spanish ", Adventure Epic Epic Adventure Comedy Drama History ,5.7
tt13626200,Love Accidentally, Peter Sullivan , United States , English , Buddy Comedy Feel-Good Romance Workplace Drama Comedy Romance ,5.3
tt9204328,Dark Harvest, David Slade ," United States, Canada ", English , Folk Horror Supernatural Horror Fantasy Horror ,5.5
tt13793230,Jaadugar, Sameer Saxena , India , Hindi , Feel-Good Romance Soccer Comedy Drama Fantasy Romance Sport ,6.8
tt28814949,Taylor Swift: The Eras Tour, Sam Wrench , United States , English , Concert Documentary Music Musical ,8.0
tt6265050,Shabaash Mithu, Srijit Mukherji , India , Hindi , Biography Drama Sport ,5.6
tt26493916,Sirimalle Puvva," Goutham, Goutham Mylavaram ", India , Telugu , Drama ,7.5
tt26731216,The Forge, Alex Kendrick , United States , English , Drama Family ,6.4
tt19369162,The Puppetman, Brandon Christensen , United States , English , Supernatural Horror Horror Thriller ,5.3
tt14993352,Consecration, Christopher Smith ," United Kingdom, United States ", English , Folk Horror Psychological Horror Supernatural Horror Horror Thriller ,5.2
tt7564016,Chase in the dark, Vilok Shetty , India , Kannada , Crime Mystery Thriller ,8.2
tt21284218,Incoming," Dave Chernin, John Chernin ", United States , English , Raunchy Comedy Comedy ,5.8
tt29475628,Nunta Pe Ban, Cristian Ilisuan , Romania ," Romanian, English ", Comedy ,7.0
tt26693652,Invalid, Jonas Karasek , Slovakia ," Slovak, Romanian ", Dark Comedy Quirky Comedy Satire Comedy ,7.2
tt20201748,Greedy People, Potsy Ponciroli , United States , English , Comedy Crime ,6.2
tt21819994,Christopher, B. Unnikrishnan , India , Malayalam , Action Crime Drama Thriller ,5.9
tt13699132,The Supremes at Earl's All-You-Can-Eat, Tina Mabry , United States , English , Comedy Drama ,6.4
tt23490586,Amigos, Rajendra Reddy , India , Telugu , Caper Conspiracy Thriller Dark Comedy Drug Crime Serial Killer Action Crime Thriller ,6.0
tt32402578,Pogumidam Vegu Thooramillai, Michael K Raja , India , Tamil , Mystery ,8.3
tt25872924,Waktu Maghrib, Sidharta Tata , Indonesia , Indonesian , Supernatural Horror Horror Mystery Thriller ,5.8
tt10789216,Diary of a Spy, Adam Christian Clark , United States ," English, Arabic ", Drama Mystery Romance Thriller ,4.7
tt27219011,Footage, Saiju Sreedharan , India , Malayalam , Thriller ,8.1
tt12769908,Heroes of Halyard, Rados Bajic , Serbia ," English, Serbian ", Biography Drama History War ,6.1
tt16280138,Magic Mike's Last Dance, Steven Soderbergh , United States , English , Showbiz Drama Comedy Drama ,5.2
tt21237108,Judaa Hoke Bhi, Vikram Bhatt , India , Hindi , Horror Thriller ,5.3
tt31712109,Maruthi Nagar Subramanyam, Lakshman Karya , India , Telugu , Comedy ,8.5
tt14866108,Miranda's Victim, Michelle Danner , United States , English , True Crime Crime Drama ,6.6
tt26569323,The Mill," ""Sean King OGrady"" ", United States , English , Drama Mystery Sci-Fi Thriller ,5.4
tt4428398,Paws of Fury: The Legend of Hank," Chris Bailey, Mark Koetsier, Rob Minkoff "," United States, China, United Kingdom, Canada, Poland ", English , Computer Animation Action Adventure Animation Comedy Family Fantasy ,5.7
tt33075455,Adharma Kadhaigal, Kamaraj Vel , India , Tamil ,  ,9.5
tt27619382,It's a Wonderful Knife, Tyler MacIntyre ," United States, United Kingdom, Canada ", English , Slasher Horror Comedy Holiday Horror Mystery Thriller ,5.2
tt33054593,Saala, SD Manipaul , India ,unknown, Action Epic Action ,7.6
tt6318608,Nightwatch: Demons Are Forever, Ole Bornedal , Denmark , Danish , Suspense Mystery Horror Mystery Thriller ,5.9
tt6722400,Fast Charlie, Phillip Noyce ," United States, United Kingdom "," English, Latin ", Action Crime Drama Mystery Thriller ,6.0
tt13130760,Hit: The First Case, Sailesh Kolanu , India , Hindi , Police Procedural Action Crime Drama Mystery Thriller ,6.8
tt27304247,The Face of the Faceless, Shaison P Ouseph , India ," Hindi, French, Spanish, Malayalam ", Drama ,8.0
tt29142525,Tell Them You Love Me, Nick August-Perna ," United States, United Kingdom ", English , Documentary ,6.9
tt22769820,Legion of Super-Heroes, Jeff Wamester , United States , English , Superhero Time Travel Action Animation Sci-Fi ,5.8
tt24973142,All India Rank, Varun Grover , India , Hindi , Comedy Drama ,6.0
tt33131012,Wedding Diaries, Venkataramana Midde , India , Telugu , Drama Family Fantasy ,9.0
tt26537229,Demon Slayer: Kimetsu No Yaiba - To the Swordsmith Village, Haruo Sotozaki , Japan , Japanese , Anime Action Adventure Animation Fantasy Thriller ,7.6
tt11448138,Ivanna, Kimo Stamboel , Indonesia ," Indonesian, Japanese, Dutch ", Horror Mystery Thriller ,5.7
tt28800663,Paradise, Prasanna Vithanage , Sri Lanka ," English, Sinhala, Tamil, Malayalam, Hindi ", Drama ,6.6
tt33144173,Revu, Harinath Puli , India , Telugu ,  ,9.1
tt25406500,Iratta, Rohit M.G. Krishnan , India , Malayalam , Crime Drama Thriller ,7.7
tt24249072,Last Straw, Alan Scott Neal , United States , English , Slasher Horror Horror Thriller ,5.5
tt15485390,Operation Napoleon, Óskar Thór Axelsson ," Iceland, Germany "," Icelandic, English, Polish ", Conspiracy Thriller Action Adventure Thriller ,6.0
tt15829724,The Locksmith, Nicolas Harvard , United States , English , Psychological Thriller Action Crime Mystery Thriller ,4.9
tt14598638,The Warriorr, N. Linguswamy , India ," Telugu, Tamil ", Action Crime Drama ,4.8
tt15789492,Infiesto, Patxi Amezcua , Spain ," Spanish, Bable ", Cop Drama Crime Drama Thriller ,5.6
tt1649418,The Gray Man," Joe Russo, Anthony Russo "," United States, Czech Republic, United Kingdom, Canada, Thailand, Denmark, France, Cambodia, Vietnam ", English , One-Person Army Action Action Mystery Thriller ,6.5
tt21308736,In Your Dreams, Cemal Alpan , Turkey , Turkish , Comedy Drama Romance ,5.8
tt14124080,The Great Escaper, Oliver Parker ," United Kingdom, France, Sweden "," English, French, German ", Biography Drama War ,7.0
tt20249418,Romancham, Jithu Madhavan , India , Malayalam , Comedy Horror ,7.5
tt26754354,The Well, Federico Zampaglione , Italy , English , Horror ,5.1
tt27510137,Brahmavaram PS Paridilo, Imran Sastry , India , Telugu , Thriller ,8.2
tt33298461,Yagna, Chithajallu Prasad , India , Telugu , Horror Thriller ,6.7
tt12754776,Natural Born Liar, Olivier Baroux , France ," French, Russian, English ", Comedy ,5.2
tt1121948,The Killer, John Woo ," United States, Canada, South Korea ", English , Action Thriller ,5.7
tt3326138,The Last Deal, Jonathan Salemi , United States , English , Action Crime Thriller ,4.6
tt14145436,Pet Sematary: Bloodlines, Lindsey Anderson Beer , United States , English , Fantasy Horror ,4.6
tt26671035,Ramon, Jesús del Cerro , Romania , Romanian , Action Comedy ,6.8
tt9288740,Dear David, John McPhail ," United States, Canada, United Kingdom ", English , Supernatural Horror Horror Thriller ,4.0
tt24067680,Run Baby Run, Jiyen Krishnakumar , India , Tamil , Action Thriller ,6.3
tt29319990,"The Pig, the Snake and the Pigeon", Ching-Po Wong , Taiwan ," Mandarin, Cantonese ", Action Crime Drama Thriller ,7.3
tt14210720,HollyBlood, Jesús Font , Spain , Spanish , Comedy Fantasy Horror Romance ,4.5
tt21262240,Mission Raniganj, Tinu Suresh Desai , India , Hindi , Disaster Docudrama Action Biography Drama History Thriller ,7.1
tt15464742,Kali Jotta," Harinder Kour, Amandeep Singh, Manpreet Singh ", India , Punjabi , Crime Drama Romance ,7.4
tt15311262,Under the Amalfi Sun," Martina Pastori, Valeria Zunzun ", Italy , Italian , Comedy Drama Romance ,5.4
tt13022120,A Deadly Invitation, J.M Cravioto , Mexico , Spanish , Dark Comedy Comedy Mystery Thriller ,5.1
tt21049266,My Daughter's Killer, Antoine Tassin , France , French , Crime Documentary ,6.9
tt16103606,Irugapatru, Yuvaraj Dhayalan , India ," Tamil, Malayalam, Telugu, Kannada ", Drama ,8.1
tt16452664,Father There Is Only One 3, Santiago Segura , Spain , Spanish , Comedy ,5.3
tt9411972,Where the Crawdads Sing, Olivia Newman , United States , English , Coming-of-Age Legal Thriller Suspense Mystery Drama Mystery Romance Thriller ,7.2
tt21618750,Premadesam, Srikanth Siddham , India , Telugu , Comedy Drama ,6.8
tt21281462,Poran," Hasib Muhammad, Raihan Rafi ", Bangladesh , Bengali , Crime Drama History Musical Mystery Romance Thriller ,7.3
tt21361340,Month of Madhu, Srikanth Nagothi , India , Telugu , Coming-of-Age Drama Romance ,6.8
tt15341106,Writer Padmabhushan, Shanmukha Prasanth , India , Telugu , Comedy Drama ,7.5
tt18375618,Dreaming About Her, Shalom Kolontarov , United States , English , Drama ,3.0
tt27539086,800, M.S. Sripathy , India , Tamil , Biography Sport ,7.1
tt28820189,Mad, Kalyan Shankar , India , Telugu , Comedy ,7.4
tt26542515,Suvarna Sundari, Surendra Madaarapu , India ," Telugu, Kannada ", Drama Fantasy Thriller ,7.1
tt28221886,Shot Boot Three, Arun Vaidyanathan , India , Tamil , Adventure Comedy Drama Mystery ,5.9
tt16027918,"Weddings, Christenings and Funerals", Alexandru Lustig , Romania ," Romanian, English ", Comedy ,6.8
tt28696625,Yendira Ee Panchayithi, Gangadhara T , India , Telugu , Action Comedy Drama ,8.2
tt23782140,Vaazhai, Mari Selvaraj , India , Tamil , Mystery ,7.8
tt29278671,Guns Trance Action, Deepak Sidhanth , India , Telugu , Action Crime Drama ,6.9
tt15309808,Michael, Ranjit Jeyakodi , India , Telugu , Action Crime Drama Thriller ,5.0
tt15548032,Dangerous Liaisons, Rachel Suissa , France ," English, French ", Teen Drama Teen Romance Drama Romance ,4.1
tt13487922,1UP, Kyle Newman ," Canada, United States ", English , Teen Comedy Comedy Sport ,3.5
tt29284103,Nene Saroja, Sreeman Gummadavelli , India , Telugu , Action ,8.9
tt15744298,Freelance, Pierre Morel ," United States, Colombia, United Kingdom "," English, Spanish, Quechua, Afrikaans, French ", Action Comedy ,5.5
tt26448005,Rebels of Thupakula Gudem, Jaideep Vishnu , India , Telugu , Comedy Crime Drama ,7.1
tt19175696,Sister Death, Paco Plaza , Spain , Spanish , Supernatural Horror Horror Mystery ,5.7
tt14633464,Desperation Road, Nadine Crocker , United States ," English, Spanish ", Action Crime Drama Thriller ,5.8
tt13022984,Khuda Haafiz: Chapter 2 - Agni Pariksha, Faruk Kabir , India , Hindi , Action Crime Drama Romance Thriller ,7.4
tt28743776,Parakramam, Bandi Saroj Kumar , India ," Telugu, Tamil ", Drama ,7.0
tt26350277,Ballerina, Chung-Hyun Lee , South Korea , Korean , One-Person Army Action Action Thriller ,6.3
tt13358022,The Reading, Courtney Glaude , United States , English , Thriller ,5.3
tt14858658,Blink Twice, Zoë Kravitz ," United States, Mexico ", English , Psychological Thriller Mystery Thriller ,6.5
tt12873300,Sight, Andrew Hyatt , United States , English , Biography Drama History ,6.6
tt21909844,Prestij Meselesi, Mahsun Kirmizigül , Turkey , Turkish , Biography Drama Music ,6.1
tt1340094,The Crow, Rupert Sanders ," United States, United Kingdom, France, Czech Republic ", English , Dark Fantasy Dark Romance Serial Killer Superhero Supernatural Horror Tragic Romance Action Crime Fantasy Horror ,4.7
tt15433600,Khufiya, Vishal Bhardwaj , India , Hindi , Spy True Crime Action Biography Crime Drama Mystery Thriller ,6.1
tt21377126,The Gilbert Diaries: The Movie,unknown, United States , English , Comedy ,5.0
tt11138912,Vickida No Varghodo," Rahul Bhole, Vinit Kanojia ", India , Gujarati , Comedy Drama ,8.0
tt29288566,Nice Girls, Noémie Saglio , France , French , Buddy Comedy Action Comedy Crime ,4.1
tt11210390,Asterix & Obelix: The Middle Kingdom, Guillaume Canet ," France, Belgium ", French , Buddy Comedy Adventure Comedy Family ,5.1
tt22889928,The Radleys, Euros Lyn , United Kingdom , English , Comedy Horror ,5.0
tt24786094,Cade: The Tortured Crossing, Neil Breen , United States , English , Action Comedy Fantasy Mystery Sci-Fi Thriller ,5.3
tt33038082,Untold: The Murder of Air McNair," Rodney Lucas, Taylor Alexander Ward ", United States , English , Documentary Sport ,5.6
tt23864864,Joram, Devashish Makhija , India ," Hindi, English ", Psychological Drama Action Adventure Crime Thriller ,6.6
tt26258204,Believer 2, Jong-Yeol Baek , South Korea , Korean , Action Crime Thriller ,5.6
tt32809527,Zorawar Di Jacqueline, Dapinder Sandhu ," India, United States ", Hindi , Drama Romance ,6.5
tt15699148,Pyali," Babitha Mathew, Rinn ", India ," Malayalam, Hindi ", Comedy Drama Family ,6.9
tt12610390,The Union, Julian Farino , United States , English , Buddy Comedy Spy Action Comedy Thriller ,5.4
tt10283270,Detective vs. Sleuths, Ka-Fai Wai ," Hong Kong, China ", Cantonese , Action Crime Mystery Thriller ,6.2
tt15839898,Gandharwa, Apsar , India , Telugu , Action Drama Thriller ,6.9
tt24807190,BTS: Yet to Come in Cinemas, Oh Yoon-Dong , South Korea , Korean , Documentary Music ,8.5
tt10680838,Take the Night, Seth McTigue , United States , English , Conspiracy Thriller Crime Drama Thriller ,5.4
tt25402414,Rules Ranjann, Rathinam Krishna , India , Telugu , Romance ,4.1
tt18411838,Woman in the Maze, Mitesh Kumar Patel , United States , English , Horror Mystery Thriller ,3.6
tt15516018,Wedding Gift, Vikram Prabhu , India , Kannada , Drama Thriller ,8.8
tt23183388,Chaver, Tinu Pappachan , India , Malayalam , Crime Thriller ,6.2
tt18376122,Pamela: A Love Story, Ryan White ," United Kingdom, United States ", English , Biography Documentary ,7.2
tt19315924,Ranveer vs. Wild with Bear Grylls, James Turner , India ," English, Hindi ", Travel Documentary Documentary ,6.7
tt28970800,THEVR10: A dokumentumfilm, Péter Simonffy , Hungary , Hungarian , Documentary ,9.1
tt15282128,One Day All This Will Be Yours, Andreas Öhman , Sweden , Swedish , Comedy Drama Music ,6.0
tt13614388,Little Dixie, John Swab , United States ," English, Spanish ", Action Crime Thriller ,4.9
tt12921446,The Exorcist: Believer, David Gordon Green , United States ," English, Latin, Haitian, French ", Horror ,4.8
tt14715848,Dream Boy, Rajesh Kannaparthi , India , Telugu , Comedy Drama Romance Thriller ,6.8
tt28995566,Race to the Summit," Nicholas de Taranto, Götz Werner ", Germany , German , Adventure Documentary Sport ,6.7
tt29031019,Love Reset, Nam Dae-joong , South Korea , Korean , Comedy Romance ,6.8
tt20784426,Maro Prapancham, Kilaru Naveen , India , Telugu , Drama Sci-Fi Thriller ,7.8
tt14445892,Otru, Mathivanan Sakthivel , India , Tamil , Drama Thriller ,6.8
tt13515258,Oracle, Daniel di Grado , United States , English , Horror ,4.7
tt8258502,Foe, Garth Davis ," United States, Australia, United Kingdom ", English , Psychological Thriller Drama Romance Sci-Fi Thriller ,5.4
tt3468380,Which Brings Me to You, Peter Hutchings , United States , English , Romantic Comedy Romance ,5.6
tt14875820,Johnny & Clyde, Tom DeNucci , United States , English , Action Adventure Crime Drama Thriller ,2.4
tt20674128,Juni the Last Prayer," Anurag Sharma, Jaswant Singh, Paramjeet Singh ", India , Hindi , Drama ,7.3
tt13205458,Float, Sherren Lee , United States , English , Drama Romance ,5.3
tt25869142,Disquiet, Michael Winnick , United States , English , Horror Mystery Thriller ,3.8
tt15789472,Nowhere, Albert Pintó , Spain , Spanish , Survival Drama Thriller ,6.3
tt18083578,57 Seconds, Rusty Cundieff , United States , English , Sci-Fi Thriller ,5.4
tt17663876,Muzzle, John Stalberg Jr. , United States , English , Conspiracy Thriller Action Crime Thriller ,5.5
tt14719838,Kondaveedu, Siddhartha Sri , India , Telugu , Drama Thriller ,7.8
tt12830948,Fear, Deon Taylor , United States , English , Horror ,3.7
tt2365971,Sweetwater, Martin Guigui , United States , English , Basketball Docudrama Biography Drama Sport ,6.0
tt5151570,Mrs. Harris Goes to Paris, Anthony Fabian ," United Kingdom, Canada, France, Hungary, Belgium "," English, French ", Period Drama Comedy Drama ,7.1
tt7718100,Heist 88, Menhaj Huda , United States , English , Crime Drama ,5.3
tt15943258,Pipa, Alejandro Montiel , Argentina , Spanish , Crime Drama Mystery Thriller ,4.5
tt23049270,Do Not Disturb, Cem Yilmaz , Turkey , Turkish , Comedy Drama ,6.3
tt8032034,Condor's Nest, Phil Blattenberger , United States , English , Period Drama Action Drama Thriller ,4.3
tt18550220,Junkyard Dog, Jean-Baptiste Durand , France , French , Comedy Drama ,7.1
tt15021154,Exodus, Abbe Hassan , Sweden ," French, English, Swedish, Arabic ", Drama ,6.5
tt12138574,Quaid-e-Azam Zindabad, Nabeel Qureshi , Pakistan , Urdu , Action Comedy Drama ,6.2
tt12143990,The Re-Education of Molly Singer, Andy Palmer , United States , English , Comedy ,5.6
tt20788760,I Love You, Tamer Hosny , Egypt , Arabic , Comedy Drama Romance ,4.2
tt20124778,Their Uncle, Husain El-Minbawi , Egypt ," Arabic, Egyptian (Ancient) ", Action Comedy ,5.5
tt20754156,Tumse Na Ho Payega, Abhishek Sinha , India , Hindi , Comedy ,7.6
tt21059520,Girl in the Picture, Skye Borgman , United States , English , Crime Documentary True Crime Crime Documentary Mystery ,7.3
tt26457210,The Accident, Chandrasekhar Duvvuri , India , Telugu , Horror Thriller ,7.1
tt4181158,"Hello, Goodbye and Everything in Between", Michael Lewen , United States , English , Coming-of-Age Feel-Good Romance Comedy Drama Romance ,5.1
tt11127404,Kaduva, Shaji Kailas , India , Malayalam , Action Drama Thriller ,6.1
tt29001753,Dvand: The Internal Conflict, Ishtiyak Khan , India , Hindi , Drama ,5.2
tt11426232,Totally Killer, Nahnatchka Khan ," United States, Canada ", English , Slasher Horror Teen Horror Comedy Horror Sci-Fi ,6.5
tt25966332,Error 500, Saandip Mytreya , India , Telugu , Action Sport Thriller ,7.4
tt8002382,The Marsh King's Daughter, Neil Burger , United States , English , Psychological Thriller Crime Drama Mystery Thriller ,5.9
tt15486810,Teen Wolf: The Movie, Russell Mulcahy , United States ," English, Korean ", Teen Fantasy Werewolf Horror Action Drama Fantasy Horror Romance Thriller ,5.6
tt17079358,I Can't Breathe (God Forgive Them), Bobby Lacer , United States , English , Drama ,5.1
tt6832210,The First Day of My Life, Paolo Genovese , Italy , Italian , Comedy Drama Fantasy ,6.7
tt16374352,The Blind, Andrew Hyatt , United States , English , Drama ,6.1
tt12572084,Neon Lights, Rouzbeh Heydari , Canada , English , Horror Mystery Thriller ,3.6
tt20225374,Vesper," Kristina Buozyte, Bruno Samper "," Lithuania, France, Belgium, United Kingdom ", English , Adventure Epic Cyberpunk Adventure Drama Sci-Fi ,6.0
tt12545566,Mr. Malcolm's List, Emma Holly Jones ," United Kingdom, United States, Ireland "," English, Japanese, Welsh, Korean ", Costume Drama Feel-Good Romance Screwball Comedy Comedy Drama Romance ,6.0
tt11086194,Thankam," Saheed Arafath, Prinish Prabhakaran ", India , Malayalam , Crime Drama ,7.1
tt27540185,Chithha, S.U. Arun Kumar , India ," Tamil, Telugu, Kannada, Malayalam ", Drama Thriller ,8.2
tt28073548,Love Is in the Air, Adrian Powers , Australia , English , Comedy Drama Romance ,5.6
tt15438542,Code Name Banshee, Jon Keeyes , United States , English , Action Thriller ,3.7
tt13829262,Rubikon, Magdalena Lauritsch , Austria , English , Space Sci-Fi Drama Sci-Fi Thriller ,5.0
tt15426740,KSI: In Real Life, Wes Pollitt , United Kingdom , English , Documentary ,7.0
tt25274786,Kannur Squad, Roby Varghese Raj , India , Malayalam , Action Crime Drama Thriller ,7.6
tt15387128,Alone, Shaji Kailas , India , Malayalam , Thriller ,3.4
tt26316907,Iraivan, I. Ahmed , India , Tamil , Action Crime Drama Horror Mystery Thriller ,4.7
tt21946058,Hunt, Mahesh Surapaneni , India , Telugu , Action Crime Thriller ,5.4
tt20851874,Fourth of July, Louis C.K. , United States , English , Comedy Drama ,6.7
tt13661368,The Stranger in Our Bed, Giles Alderson , United Kingdom , English , Psychological Thriller Whodunnit Mystery Thriller ,4.6
tt18280338,Balraju, Venkat Reddy Voladhri , India , Telugu , Action Drama Mystery Thriller ,7.4
tt27328206,Skanda: The Attacker, Boyapati Srinu , India , Telugu , Action Drama Romance ,4.2
tt15373868,Kranti, V. Harikrishna , India , Kannada , Action Drama ,5.1
tt14263856,Last the Night, Nick Leisure , United States , English , Horror Thriller ,4.6
tt28840429,"Ice Cold: Murder, Coffee and Jessica Wongso", Rob Sixsmith ," Indonesia, Singapore "," Indonesian, English ", Crime Documentary True Crime Crime Documentary ,5.9
tt21935486,Sindhooram, Shyam Tummalapalli , India , Telugu , Drama Thriller ,6.6
tt9115574,Om - The Battle Within, Kapil Verma , India , Hindi , Action Thriller ,2.9
tt26596953,Forgotten Love, Michal Gazda , Poland , Polish , Period Drama Drama Romance ,7.5
tt26067432,Wil, Tim Mielants ," Belgium, Netherlands, Poland "," Flemish, German, French ", Period Drama Drama History War ,6.9
tt26597953,The Successor, Xavier Legrand ," France, Canada, Belgium ", French , Drama Thriller ,6.9
tt4196566,The Deliverance, Lee Daniels , United States , English , Horror Thriller ,5.1
tt26744818,Un Amor, Isabel Coixet , Spain , Spanish , Drama Romance ,6.6
tt26232890,Valentines Night, Anil Gopi Reddy , India , Telugu , Romance ,7.8
tt13654122,Yaanai, Hari , India , Tamil , Action Drama Romance ,6.1
tt28487871,Sniper: G.R.I.T. - Global Response & Intelligence Team, Oliver Thompson , United States , English , Action ,5.1
tt12844910,Pathaan, Siddharth Anand , India , Hindi , Action Epic Globetrotting Adventure Spy Action Adventure Thriller ,5.8
tt15097344,D Block, Vijay Kumar Rajendran , India , Tamil , Action Drama Thriller ,5.5
tt2353868,True Spirit, Sarah Spillane ," Australia, United States ", English , Docudrama Sea Adventure Adventure Biography Drama Family Sport ,6.8
tt13801462,Gandhi Godse Ek Yudh, Rajkumar Santoshi , India , Hindi , Drama History ,6.7
tt13866866,Puan," María Alché, Benjamín Naishtat "," Argentina, Italy, Germany, France, Brazil "," Spanish, German, French ", Comedy Drama ,6.7
tt21059394,Lover," Tru Makers, Dilsher Singh, Khushpal Singh ", India , Punjabi , Drama Romance ,7.0
tt21807222,Saw X, Kevin Greutert ," United States, Mexico, Canada "," English, Spanish ", Body Horror Splatter Horror Horror Mystery Thriller ,6.6
tt20674118,Munch, Henrik Martin Dahlsbakken , Norway ," Norwegian, Swedish, Danish, German, English ", Docudrama Biography Drama ,5.8
tt19623240,Winnie-the-Pooh: Blood and Honey, Rhys Frake-Waterfield ," United Kingdom, United States ", English , Monster Horror Slasher Horror Horror ,2.9
tt15679400,Knock at the Cabin, M. Night Shyamalan ," United States, Japan, China ", English , Psychological Thriller Horror Mystery Thriller ,6.1
tt15559582,Bezos, Khoa Le , United States , English , Biography Drama History ,4.3
tt15395702,Yemaipothaney, Suresh Kumar , India , Telugu , Drama ,7.9
tt26445483,Fukrey 3, Mrighdeep Lamba , India , Hindi , Comedy Crime Drama Thriller ,5.5
tt4471908,Prizefighter: The Life of Jem Belcher, Daniel Graham ," United Kingdom, United States, Malta ", English , Biography Drama History Sport ,5.5
tt14852624,Stopmotion, Robert Morgan , United Kingdom , English , Psychological Horror Horror Thriller ,5.6
tt10935956,Kira & El Gin, Marwan Hamed , Egypt , Arabic , Action Drama History Thriller ,7.9
tt23060796,There's Something in the Barn, Magnus Martens ," Norway, Finland, France, United States "," English, Norwegian ", Fairy Tale Holiday Comedy Supernatural Fantasy Supernatural Horror Comedy Fantasy Holiday Horror ,5.5
tt7645334,Landscape with Invisible Hand, Cory Finley , United States , English , Alien Invasion Space Sci-Fi Comedy Drama Sci-Fi ,6.0
tt16252698,Passages, Ira Sachs ," France, Germany "," English, French ", Drama Romance ,6.6
tt21051458,Chittam Maharani, Akula Kasi Viswanath , India , Telugu , Drama Romance ,6.5
tt11674730,The Last Stop in Yuma County, Francis Galluppi , United States , English , Crime Drama Thriller ,6.9
tt15893750,Rye Lane, Raine Allen-Miller , United Kingdom , English , Comedy Drama Romance ,7.2
tt19783626,"Arthur, malÃ©diction", Barthélémy Grossmann , France , French , Horror Thriller ,3.3
tt22777288,Mutt, Vuk Lungulov-Klotz , United States ," English, Spanish ", Drama ,6.3
tt14866710,Blasted, Martin Sofiedal , Norway , Norwegian , Alien Invasion Action Comedy Sci-Fi ,4.8
tt15210256,Stephen Curry: Underrated, Peter Nicks , United States , English , Biography Documentary Sport ,7.3
tt24079788,Victim/Suspect, Nancy Schwartzman , United States , English , Crime Documentary True Crime Crime Documentary ,6.9
tt16424988,Your Lucky Day, Dan Brown , United States , English , Thriller ,5.9
tt14402316,Onyx the Fortuitous and the Talisman of Souls, Andrew Bowser , United States , English , Comedy Horror ,6.2
tt22375054,Strange Darling, JT Mollner , United States , English , Erotic Thriller Psychological Thriller Horror Thriller ,7.1
tt25471950,Flora and Son, John Carney ," Ireland, United States ", English , Comedy Music Romance ,7.0
tt15007046,The Haunting of the Tower of London, Charlie Steeds , United Kingdom , English , Supernatural Horror History Horror ,3.6
tt14509110,No One Will Save You, Brian Duffield , United States , English , Alien Invasion Psychological Thriller Horror Sci-Fi Thriller ,6.3
tt15771916,You Hurt My Feelings, Nicole Holofcener , United States , English , Dark Comedy Satire Comedy Drama ,6.6
tt21064272,Machine Gun Kelly's Life in Pink, Sam Cahill , United States , English , Documentary Music ,6.4
tt22640398,V/H/S/85,unknown," United States, Mexico "," English, Spanish ", Found Footage Horror Supernatural Horror Horror Thriller ,5.6
